targets	p_val_ttest_late_RepA	p_val_ttest_late_RepB	p_val_ttest_late_RepC	p_val_wil_late_RepA	p_val_wil_late_RepB	p_val_wil_late_RepC	fdr_vals_ttest_late_RepA	fdr_vals_ttest_late_RepB	fdr_vals_ttest_late_RepC	fdr_vals_wil_late_RepA	fdr_vals_wil_late_RepB	fdr_vals_wil_late_RepC
AK3_AK4	0.8736206463347866	0.3476779662228724	0.3427771040332125	0.6114660743743867	0.3433778230440186	0.32534207338345444	0.9173346782722416	0.5543472216866232	0.5492421166432854	0.76248190872350885	0.5569750515517152	0.5378849688362087
AKIRIN1_AKIRIN2	0.021582171763511526	0.16010048859025977	0.005683479984509899	0.16127391235059585	0.39772896043537037	0.016866737660748102	0.09419337676447828	0.33623127995738195	0.040652669333647196	0.34984794853293294	0.6078053846415897	0.0802247677410949
AKR7A2_AKR7A3	0.513982950791755	0.056317900044140994	0.21484033962142007	0.4031667614839321	0.056910494286608	0.10705686554722678	0.6920293324385722	0.18014732001697273	0.41910142009481566	0.615202613819926	0.18175951471602184	0.2600647300142955
ALAS1_ALAS2	0.07662403652473096	0.30406791012558726	0.09837958916857463	0.08208596022432503	0.204700759928753	0.03972744098359729	0.2119253853003935	0.5059611428584085	0.24654738891394615	0.2254627707494794	0.40160339566974396	0.14257583349514008
ALDH1L1_ALDH1L2	0.6911486359224319	0.8783423102855741	0.2967314543792646	0.8768871853024689	0.9110740041345513	0.32534207338345444	0.8130919293677293	0.9417110569329736	0.5057572470142048	0.9254034844892858	0.9549939529393285	0.5378849688362087
ALG10_ALG10B	8.295714512801154e-4	0.05078946458511636	0.024705095200949868	3.739578817619471e-4	0.06215250619599271	0.05066685042669484	0.013131516071084166	0.1687520920086124	0.10178499222791346	0.0072674833625434995	0.18663872122994896	0.1646273058028255
ALG1L_ALG1L2	0.15353949716066467	0.1236772278951332	0.00903121307078198	0.15614999454524908	0.07128566652679924	4.4654485239418437e-4	0.32810307484540374	0.28308343273774933	0.05371442029609936	0.3414745103643451	0.20482192216320524	0.008362567235745634
ALOX12_ALOX15	0.06507783407621735	0.9571001166633983	0.39084133577351243	0.046338415321039494	0.9913765323104129	0.43858655035027755	0.19350200865912467	0.9760525942210894	0.5920096703628203	0.15597571170153818	0.9972325174532221	0.6363342554006235
AMELX_AMELY	0.5586860843077405	0.7651151389720533	0.10340199088586646	0.3083647094598732	0.5859798639697862	0.21688089274915384	0.7184103206454091	0.8815084934465491	0.25589277100548735	0.5231752860832669	0.7591154377266544	0.41676738718587397
AMMECR1_AMMECR1L	0.7221232637592517	0.8009371021693512	0.945326587575473	0.9822482224866949	0.86121754505768	0.8412823229438158	0.830119376866104	0.9085519991568632	0.9736863852027373	0.9927033357438585	0.930801753839885	0.9208510017344637
AMPD1_AMPD3	0.18816001906881358	0.22003098651710387	0.025037453486490415	0.23876249872633373	0.30114680661983645	0.01626090627248081	0.37234933714889445	0.40908288106970575	0.10274333502424353	0.44795150034266623	0.5169686846973859	0.07863255145847528
ANGPT1_ANGPT2	0.9735152608029605	0.4888449908407104	0.6623314917444763	0.6628891987142675	0.3507676134117234	0.6472801325027153	0.9811357325117899	0.685497446265907	0.7805508426736963	0.7974149644399123	0.5618828021991836	0.7925600632899288
ANGPTL1_ANGPTL2	0.0011466501438702204	0.036698968035361317	4.461995519644708e-5	9.154218843229172e-4	0.04767155052439857	3.752801963519121e-4	0.01596013038089631	0.13901337438097988	0.0020969744471982694	0.012741682984494658	0.16701257496643038	0.007730772044849389
ANKRD18A_ANKRD18B	0.2741221582451114	0.18568592891437424	0.3039802885665885	0.41035764625697557	0.22344667426451428	0.24856510371085164	0.4737346023363502	0.3656912175560334	0.5087671726947957	0.6183983573792682	0.42620384165268466	0.4555552612494256
ANO1_ANO2	0.010609882774914871	0.008756723741449113	0.0030347724657929804	0.0033225239413760773	0.004788607355035559	0.008814431642843379	0.05978002603431124	0.0593383253532407	0.02816050125916009	0.028975144418871654	0.04178866487786997	0.051769970645535665
ANO3_ANO4	0.49443827116045436	0.5413079061220776	0.45997760879445726	0.5607763472306972	0.7052399661810469	0.47842759646004557	0.6781243932027536	0.7269193524194784	0.6490095028195767	0.7311387818324281	0.8426881266432463	0.667724152240985
ANXA1_ANXA2	0.3897450299733842	0.5491748084806817	0.6889296538584412	0.7433664336030018	0.396051903277866	0.8017278748055616	0.591218528531054	0.7327642622915412	0.8027121532513513	0.8349699308736007	0.6061418430552777	0.8927348227564632
AOC2_AOC3	0.6194927794679979	0.7701264088554365	0.618045806738875	0.9024765383593132	0.5217338508805449	0.5970521463509282	0.7632667633794523	0.8857380826854337	0.7535156295865875	0.941701525934617	0.7155604079986169	0.7582783116417461
AP1G1_AP1G2	0.012006978808059015	0.11818252550052663	0.06528984639665679	0.01543602267874558	0.08739384323889583	0.12032508632233717	0.06440360540431311	0.2773892395807538	0.18890039828246205	0.07793678117209778	0.23235283534063456	0.279254656849436
AP1M1_AP1M2	0.6209879103999816	0.8789801424076946	0.6308376848971782	0.8115731701679579	0.8412823229438158	0.6771172208705032	0.7632667633794523	0.9417110569329736	0.7608463881078379	0.8817725372078024	0.9197207474264278	0.809084382246657
AP2A1_AP2A2	5.060164180839304e-4	6.460441893312022e-5	1.6155764302319114e-5	0.002742409712171333	8.208148640130656e-5	2.844603369164351e-4	0.010423938212528967	0.003582936538751308	0.001652309904958605	0.0259145137939126	0.00313125670345725	0.006658957886907459
AP1B1_AP2B1	0.13629781394356721	0.1593976050051359	0.4478778071168922	0.2069412367138282	0.17741476746642357	0.4274038392133708	0.30922191269135296	0.33574546657523513	0.6354189274523402	0.40819254652551573	0.3647449311185954	0.6279970818684335
AP3B1_AP3B2	0.2912816694387946	0.006584462576046739	0.06023062091223027	0.33548529681839534	0.05367791970870119	0.0715011194196694	0.49324802839087584	0.050992454536301815	0.17895369431278865	0.5479183313906636	0.17950732889598126	0.20457264722849855
AP3M1_AP3M2	0.1389418929643203	0.07057004272134082	0.014934684877318635	0.12471583123130346	0.056910494286608	0.007371400832755116	0.31315131237034993	0.20767755429423157	0.07411457839661319	0.2912864085447677	0.18175951471602184	0.0457550683237908
AP3S1_AP3S2	0.5796175058758375	0.3888321771783181	0.10506758717110781	0.7433664336030018	0.6678397874907093	0.1411007360680685	0.7361356733071672	0.5990577682260481	0.25784587168382217	0.8349699308736007	0.8140532320892669	0.3098800813435193
APH1A_APH1B	0.5746764478780998	0.13494313368159416	0.9976082538204815	0.40528162889891906	0.05856806499728798	0.8260540265916985	0.7325702243990628	0.3028808337301291	0.9985777467785188	0.617514907937702	0.18175951471602184	0.9123326246947635
AQP12A_AQP12B	2.2772241311692129e-4	0.0010992475104538908	6.018040024872628e-4	0.0027225268226178934	0.004100822014470236	0.005630043865933699	0.006172475934484971	0.016898879638321006	0.01106889504574787	0.0259145137939126	0.03805267274688598	0.0394486066796715
ARFGAP2_ARFGAP3	0.029428439389030635	0.9957027079138089	0.43805030700120706	0.19576864371182834	0.8712192465315819	0.543772756990869	0.11748563011899828	0.9986112844705191	0.6301561678927978	0.39306374858320314	0.9376758870716084	0.7226915350975421
ARFGEF1_ARFGEF2	0.010621111421630056	0.008188996298675146	2.8116569263293657e-6	0.009197325558577687	0.005846794537474967	1.9332717035745832e-5	0.05978002603431124	0.05672566290086149	6.982405865736543e-4	0.05605470606707111	0.04673829814740193	0.0013275132364545473
ARFIP1_ARFIP2	0.698909923674524	0.44981154015717606	0.9046750267211469	0.7473153616319763	0.44909064192416365	0.6441368513962784	0.8161873258330609	0.6534638735710738	0.9508319158395727	0.838491092027163	0.642449112752623	0.7907758723935241
ARG1_ARG2	0.004407182727667157	0.022061211346042265	0.0054416086690275665	0.003023780235570393	0.016165518263283985	0.024378258361990042	0.03438938037497857	0.10328658039283424	0.03990466128668086	0.02732011967225881	0.08904135553785116	0.10124841174536187
ARHGAP10_ARHGAP26	0.541150018035503	0.7705061379477172	0.6219739028794009	0.27011348341942787	0.9692806439743593	0.48599662049052333	0.7047392351986582	0.8857380826854337	0.7554635848653101	0.4830154304201575	0.9884214838572679	0.6773701205754249
ARHGAP35_ARHGAP5	0.011614573311022704	0.0646184140639138	0.28334360534774566	0.009996905765956144	0.05482715776184417	0.4645655497291197	0.06431726080835154	0.19633323447147852	0.4880333001808997	0.05850461897122062	0.18016692767965656	0.6563820524293461
ARHGEF6_ARHGEF7	0.7527116864116066	0.5080718754640052	0.9281302317272391	0.6681253537006255	0.7375859691001081	0.7704247431833833	0.8501020142587222	0.7014933401178625	0.9643723650089233	0.7974149644399123	0.8652773897188056	0.8720891148920711
ARID1A_ARID1B	0.6377063609404974	0.8801111816606757	0.6008104962767453	0.6771172208705032	0.9013418343913518	0.42496601753990787	0.7767186452315019	0.9417110569329736	0.7437918403426054	0.7998058916245623	0.9512111571957914	0.6270988510975718
ARL8A_ARL8B	0.014695090279496286	0.001254447162339089	4.211659820925645e-5	0.006817417710740667	5.357738490808318e-4	1.6680764846764468e-5	0.0738338682335667	0.018458293960132308	0.0020969744471982694	0.044245946836965304	0.010219390084319569	0.0012272276994405287
ARNT_ARNT2	0.026567805272969997	0.009002595652116198	0.003228743529346227	0.01476848933587397	0.022287458587904253	0.021553402592315037	0.1090232646659725	0.059823700139868936	0.02891831161066621	0.07493371436428664	0.10340577633126748	0.09327733054657347
ARPC1A_ARPC1B	0.20774866540831377	0.0074125201203800286	0.029196912327888593	0.1871255760951661	0.006324971886023329	0.031907039394097815	0.39119035716739153	0.05484180210505662	0.11221201379748227	0.384709268219603	0.04817963854655236	0.12082445064676746
ARPC5_ARPC5L	0.49712337900233083	0.9317338058359872	0.5597220821583107	0.558776548430457	0.8145470946603961	0.9246914714659202	0.6809003728356393	0.9658786016266236	0.7108677492269544	0.7311387818324281	0.910296934818113	0.964976915511548
ASAP1_ASAP2	0.5417926660186982	0.26572455894684777	0.534422485588788	0.5867544580343169	0.38205157486832003	0.543772756990869	0.7047392351986582	0.45845275664196516	0.6950191416116814	0.7460111021802016	0.5873330180811487	0.7226915350975421
ASB14_ASB15	0.006854374639171751	1.0142983396338604e-5	0.031304792526293534	3.193137328884169e-4	6.133314102354301e-8	0.002887761333484331	0.04559015352691222	0.0010447272898228763	0.11763513294733577	0.006851940518230612	6.31731352542493e-5	0.024235593739183353
ASF1A_ASF1B	2.1314657510927885e-5	0.02569178856236767	0.0225479483842951	0.002547394122353484	0.00636158334206905	0.00636158334206905	0.0011554788019081958	0.11406268197947715	0.09636675035611598	0.02522899948100085	0.04817963854655236	0.0427153028997448
ASIC1_ASIC2	0.29850171250716834	0.5236650305906021	0.027637456222145525	0.3376693596760887	0.7828546504029168	0.0747979510421808	0.5016364442196255	0.7143774741726474	0.10820552372834963	0.549446193469781	0.8979290533574659	0.20986598545915702
ATF2_ATF7	0.9635896011055614	0.6717789187290305	0.24242629813360772	0.8512380504509294	0.8115731701679579	0.543772756990869	0.9778243073856906	0.8247107107162114	0.44088704719575306	0.9020320904984127	0.9086090926880399	0.7226915350975421
ATG4A_ATG4B	0.2995207895097764	0.26827939162909176	0.0258839923618031	0.33548529681839534	0.2001983335105079	0.021553402592315037	0.5016364442196255	0.4609489866387521	0.10414262551819216	0.5479183313906636	0.3965466990688907	0.09327733054657347
ATP13A4_ATP13A5	0.17484814344074304	0.9978555736152677	0.4675523655772552	0.21864892225342522	0.9417198392006398	0.4474387887554057	0.3569804763394117	0.9988253069229599	0.6543192072616479	0.42412126162152164	0.9718364712683261	0.6418690145098439
ATP2C1_ATP2C2	0.003832458010483464	0.011627134374419486	0.046035406428314767	0.013988860615413656	0.011813299375659487	0.08255199880619103	0.03262340289915676	0.0716674666455129	0.15005211588976017	0.07351288996875543	0.07242677593410281	0.2220066808626025
ATP5L_ATP5L2	0.014097088497496761	0.8425530534808514	0.9145068856601666	0.05050846964130081	0.5034025055185258	0.9758920082962765	0.07171211471221241	0.9232230266864648	0.9528495315406986	0.16493073915475234	0.6959793029316532	0.9912906987624901
ATP6V0D1_ATP6V0D2	0.004790885778087189	0.01182861099974485	0.24312994447299782	0.002991604091657857	0.01651072566037097	0.20945019256424252	0.035758060517607285	0.0716674666455129	0.44088704719575306	0.027268603667323827	0.08904135553785116	0.4070447138512638
ATP6V1B1_ATP6V1B2	0.12806553030908546	0.11890554136388387	0.004915126070718357	0.6399094219436112	0.36184075800699067	0.0316482467524897	0.2952152489744112	0.2773892395807538	0.03792067266807641	0.7768252389754176	0.570744227790506	0.12073220057431257
ATP6V1C1_ATP6V1C2	0.7867284076199045	0.022828185691028038	0.8422561905001555	0.5448818274751736	0.02140860770814456	0.8894275170296103	0.8699865764892409	0.1059145552331481	0.9115348236773508	0.7195234388454215	0.10115076118985733	0.9405650334091361
ATP6V1E1_ATP6V1E2	0.11516725800033344	0.14298342617811827	0.5176495025287411	0.1906332469904733	0.33296841883572204	0.3838358577373606	0.2775721173790362	0.31401477390930027	0.6874345876116501	0.3880479138343626	0.547855385624271	0.582254688467572
ATP8A1_ATP8A2	0.05568815606766781	0.2685139727992731	0.5983682185260439	0.08434840174474809	0.4474387887554057	0.7052399661810469	0.17540917660458055	0.4609489866387521	0.7417188119151562	0.22862856262392245	0.640976289872139	0.8311180379479157
ATP8B1_ATP8B4	0.5616044885064688	0.08523040572014166	0.3799503139880265	0.3545000357386224	0.0924787650670253	0.10420062691801828	0.7203644124055578	0.23115566983347896	0.582364320547124	0.5668609975460459	0.24053820206827292	0.25521588890340785
ATP9A_ATP9B	0.7277429922669197	0.013964857216637091	0.375261930795068	0.622233625467066	0.0755925054420847	0.45507722528330424	0.8328614244832525	0.07860001602806668	0.5765447641209362	0.7703132622969686	0.2115768494710523	0.64831195303154
ATRN_ATRNL1	0.030606408940768687	0.002118421819060852	0.1582263723831517	0.012283894286049169	9.300016680961977e-4	0.046338415321039494	0.1203229053778311	0.026288849079911775	0.3402362495921634	0.06707621963437019	0.014669589853347825	0.1554676474940413
ATXN3_ATXN3L	0.002175058282858152	0.007620765282834395	5.24979053347056e-4	5.151996558669579e-4	0.002523422358082105	5.324971221707006e-5	0.02435119599286844	0.05484180210505662	0.010398623556682071	0.009648284464417576	0.02920365200926481	0.0023846610253731373
B4GALT2_B4GALT1	0.3465991204444624	0.46084950752288734	0.6042424597126855	0.25914570379792595	0.695818575401058	0.8712192465315819	0.5467030536872838	0.6638811087392643	0.7453529742563666	0.46664348760815333	0.8362813683349938	0.9270204792639767
B4GALT6_B4GALT5	0.3385646188274407	0.40016808076748744	0.8626744638464778	0.4823498930693076	0.5378528811948137	0.6318246790633238	0.5414931015407825	0.6114654190485278	0.9179284067787936	0.6777904363729698	0.7241679315433439	0.7850173937698717
BARHL2_BARHL1	0.0677947213718879	0.044268134263056376	0.0015010503303191046	0.09915778702923443	0.09915778702923443	0.003463442435437865	0.19837659946887654	0.15456331624050193	0.017058280857358585	0.251557932611112	0.2497127644012505	0.027419433705086448
BCAT2_BCAT1	1.811826314703335e-6	0.014237576530757893	0.04279106325931538	6.091556863906167e-6	0.00857057401464973	0.050600110264953146	3.791785833675773e-4	0.0792686693334088	0.1440352782911596	6.971448410914836e-4	0.06046363859650152	0.1646273058028255
BCL11B_BCL11A	0.04539843533069773	0.21674733719909778	0.09381042341658616	0.1310822492141256	0.38205157486832003	0.1310822492141256	0.15535012754358357	0.4065151175779155	0.23740721405180282	0.3020463460638688	0.5873330180811487	0.29468597043935896
BECN2_BECN1	0.8248700921659581	0.8054602161863492	0.5115606021195422	0.5682329268100401	0.9358221024969734	0.549397276544886	0.8910028448326088	0.9099771706874237	0.6860773700301152	0.7339860145921235	0.9716701265845591	0.7245983428487645
BEST4_BEST2	0.6609752211185693	0.948070823759361	0.23595346570483933	0.42188081648659015	0.963488707403634	0.2811144907109486	0.7925546888848969	0.9726224586375914	0.43682631500045005	0.6325141790119183	0.9845172307795069	0.4893066873162758
BEX2_BEX1	0.29163888280586736	1.6121543127347956e-4	0.006348028149438243	0.2812325814478012	3.642864609633957e-5	0.013280758478262275	0.49324802839087584	0.0055350631403894655	0.04323577737952876	0.49458733161815205	0.0023324427317818917	0.06738512922468051
BHMT2_BHMT	0.42582178322295605	0.3136644813558066	0.5272810967712891	0.396051903277866	0.41035764625697557	0.8412823229438158	0.6230063021585863	0.5172088601786706	0.6936137032879026	0.6097660095309447	0.6148030180921794	0.9208510017344637
BICD2_BICD1	0.34448965616551797	0.9447044844463789	0.43944471559260934	0.6771172208705032	0.8313519113785419	0.2869483085379263	0.5458836090007438	0.9711034121554594	0.6307491106150707	0.7998058916245623	0.9125870386684611	0.4950699460537087
BIRC3_BIRC2	1.8895841798919193e-4	1.8109980981668604e-4	0.012310402182345937	5.641610565734042e-5	5.08306559666058e-6	0.007371400832755116	0.005724328544966697	0.006017187229393117	0.06502417562982725	0.002178286272909206	7.479367949371996e-4	0.0457550683237908
BMP4_BMP2	0.1096370893018004	0.054588311056531065	0.499822731695171	0.03206404159868468	0.05482715776184417	0.25946875666580976	0.2698988573670582	0.17695267419314514	0.6800758436539315	0.1285056920102927	0.18016692767965656	0.4680434664899896
BMP8B_BMP8A	9.270711290247957e-4	7.173814295848691e-4	1.1907706340575588e-4	1.785337253204527e-4	0.001253989989653762	5.002982861231868e-4	0.014042400924934405	0.01273970469780026	0.0039770914808825416	0.0044867203446006905	0.017693283415662668	0.008588453911781374
BOD1L2_BOD1	9.552660976645832e-6	7.740102326092719e-4	8.606514378724031e-4	2.492533442641092e-6	3.0683503246949305e-5	6.264786037965673e-5	7.028029147103719e-4	0.013287175659792502	0.012485506774768665	4.278849076533874e-4	0.0023324427317818917	0.002588930438353354
BRD3_BRD2	0.017550038123369055	0.15083545917425772	0.16631802399305898	0.0030833696328888775	0.09642819860155519	0.11859315981175353	0.08402422701756959	0.32457122648317854	0.3503222182266887	0.02761626714674386	0.24726105392006675	0.27635962580567003
BRSK2_BRSK1	0.02124775826606204	0.0010579972757859793	0.010341455617655924	0.025445274484163186	0.0033476137726657544	0.028983064381197448	0.09410752466059813	0.01651116960696301	0.05852582025376705	0.1087495133555522	0.034480421858457275	0.11394105462837165
ABTB2_BTBD11	0.390477500021027	0.38803835943463627	0.5221782604197498	0.42496601753990787	0.3751666886228534	0.5024178350801113	0.5914585662083203	0.5990577682260481	0.6893229069976621	0.6330363222150973	0.584601647929711	0.6927581929484801
BTBD1_BTBD2	0.02492359484269742	0.012811872759836248	0.15339760420188117	0.022287458587904253	0.016401189116037006	0.1343585627302595	0.10393239954647102	0.07515632648056789	0.3326305943746055	0.09902025314062372	0.08904135553785116	0.29954398184451797
BTBD6_BTBD3	0.7421587769957774	0.5433908226012438	0.44544068172795537	0.7337713589645833	0.31669748672455417	0.5607763472306972	0.8428043443281706	0.7280287733139521	0.6354189274523402	0.829620746139979	0.5338762869497394	0.7311387818324281
BTF3L4_BTF3	0.041441438713040166	5.949018017852024e-4	0.002294283567034414	0.04303707303448695	9.633601304897043e-5	0.0022293502665262175	0.14618041737818963	0.011940476770382976	0.02294283567034414	0.1515306963898346	0.0032605387884144907	0.020320626323203573
BTG2_BTG1	0.1504840662108121	0.022335622883565956	0.43312812911594945	0.09530503453357216	0.016584095619664986	0.5426187813893393	0.32426482886430225	0.10409815190078252	0.6256970168154669	0.24541046392394833	0.08904135553785116	0.7226915350975421
BTN2A2_BTN2A1	0.7198015384595273	0.39217285870124874	0.8068807445849507	0.8912829765951944	0.33548529681839534	0.6494375664239804	0.8293015487844667	0.6010982804498307	0.8873213703997337	0.9340167214849012	0.5487880430277916	0.7925600632899288
BTNL8_BTNL3	0.7042468195753538	0.8234516443805485	0.44257440655566704	0.9518419053719391	0.42496601753990787	0.8313519113785419	0.8183409490792336	0.9159343344621652	0.6331272760449126	0.9774647682284121	0.6279985625051723	0.9158208221603189
BZW2_BZW1	0.11513747801567166	0.10373303528544282	0.007333588071037023	0.10806775660893304	0.12777971791496012	0.0022935011238000126	0.2775721173790362	0.25634288740415523	0.04691674356005052	0.26190538660517887	0.29332801163432376	0.020434620195154858
C1GALT1C1L_C1GALT1C1	0.18848416770321375	0.8687177603619063	0.7446491230201847	0.21124851190254967	0.32181024072726155	0.60139695235275	0.37234933714889445	0.9408825375107922	0.840075133308642	0.4121199036730792	0.5372671042156392	0.7628557400533652
C1QTNF9B_C1QTNF9	0.11731340485847691	0.05669276069412558	0.03971191886167268	0.12471583123130346	0.04488680424224384	0.04911751588082542	0.28022237980514686	0.18022698615725105	0.13680025561044437	0.2912864085447677	0.16109201522477753	0.16198695346392303
C2CD4B_C2CD4A	0.0011457242335252916	9.542476512783312e-4	0.0042509893350202626	7.278161537642881e-4	0.001431798203315689	0.005205835360201585	0.01596013038089631	0.015289156644939846	0.03507084000519533	0.011899216482178043	0.01940463354493631	0.036979382213845745
CA11_CA10	0.001900731537775922	4.891416995431481e-4	2.2296901021039796e-4	0.0010044671454416132	5.804553711727518e-4	5.216068134236881e-4	0.021997230156283142	0.010496165636030053	0.005943118327406127	0.013613173155327125	0.010488930391367269	0.008714751993082397
